StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,CompCheck1,CompCheck2,CharSel,NoteCardChoice_LL,NoteCardChoice_HL,NamedPrice,HowHelpful_4,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Checker,Feedback,pay,time,PROLIFIC_PID,STUDY_ID,SESSION_ID,loss,cost,coins1,notes,coins2,coins3
4/20/23 14:09,4/20/23 14:14,IP Address,*******,100,316,TRUE,4/20/23 14:14,R_1kHLipqo8kcwMj9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62879d3a38cf2c0b429727c6,995,910,Wizard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",100,2,99,81,54,26,10,Wizard,No,$1.00 ,5 minutes,62879d3a38cf2c0b429727c6,64418fa1704d272f0e168baa,64419bf112f10259d7588e6d,high,100,900,"""Mushrooms are stronger than flowers.""",800,800
4/20/23 14:12,4/20/23 14:15,IP Address,*******,100,148,TRUE,4/20/23 14:15,R_DfaC5l0Bj1BPKc9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,539850c7fdf99b1ccc3f1302,9995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,100,2,82,81,90,19,17,Huntress,,$1.00 ,5 minutes,539850c7fdf99b1ccc3f1302,64418fa1704d272f0e168bab,64419cafc1b0ae30927c04df,low,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",780,780
4/20/23 14:11,4/20/23 14:15,IP Address,*******,100,242,TRUE,4/20/23 14:15,R_2CNva4yxfxGhFGU,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6109649dbb35090e6179a6c8,995,910,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",68,3,98,68,38,28,18,Siren,,$1.00 ,5 minutes,6109649dbb35090e6179a6c8,64418fa1704d272f0e168bab,64419c74a20e44edda4ce165,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",832,832
4/20/23 14:16,4/20/23 14:19,IP Address,*******,100,211,TRUE,4/20/23 14:19,R_30dwTtz0AdNgwrR,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62f6bdefe4df5ba89b45f2f4,995,910,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,75,1,82,81,80,19,17,Huntress,,$1.00 ,5 minutes,62f6bdefe4df5ba89b45f2f4,64418fa1704d272f0e168baa,64419d89b2049b8e7993bc02,low,120,900,"""Mushrooms are stronger than flowers.""",825,925
4/20/23 14:18,4/20/23 14:21,IP Address,*******,100,147,TRUE,4/20/23 14:21,R_bwkMWdiheVI5gUV,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5be1030c2b1e7d000178d718,995,910,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",50,1,90,80,60,40,20,Bard,no,$1.00 ,5 minutes,5be1030c2b1e7d000178d718,64418fa1704d272f0e168baa,64419e1e58c1b8f3f06080ea,high,120,900,"""Mushrooms are stronger than flowers.""",850,850
4/20/23 14:18,4/20/23 14:21,IP Address,*******,100,180,TRUE,4/20/23 14:21,R_3PgypU3SBzEgvms,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62d6e24cf74647ef51a16300,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",25,1,90,70,50,33,1,Wizard,,$1.00 ,5 minutes,62d6e24cf74647ef51a16300,64418fa1704d272f0e168baa,64419e19fe0fe45e3737bf26,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",875,875
4/20/23 14:19,4/20/23 14:22,IP Address,*******,100,225,TRUE,4/20/23 14:22,R_oYyt9GXmPlbmq41,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,558980cdfdf99b7ae47f5a75,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",90,3,99,80,60,30,1,Wizard,"No, very well explained. ",$1.00 ,5 minutes,558980cdfdf99b7ae47f5a75,64418fa1704d272f0e168baa,64419e319bee0a97797436e0,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",810,810
4/20/23 14:19,4/20/23 14:23,IP Address,*******,100,216,TRUE,4/20/23 14:23,R_2zSJjGaNGEo4XPK,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5cd31d68db60cb0017d4ac33,995,910,Bard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,80,3,82,81,36,19,9,Bard,,$1.00 ,5 minutes,5cd31d68db60cb0017d4ac33,64418fa1704d272f0e168bab,64419e3e6a494dcaac4f758d,low,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",800,800
4/20/23 14:18,4/20/23 14:23,IP Address,*******,100,350,TRUE,4/20/23 14:23,R_5cZwJ8hos0ZmHjr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,623a3d1b72cde1824ccbc6d1,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,60,0,82,81,80,17,9,Huntress,,$1.00 ,5 minutes,623a3d1b72cde1824ccbc6d1,64418fa1704d272f0e168bab,64419de798d38f4ab22c46e0,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",840,840
4/20/23 14:18,4/20/23 14:24,IP Address,*******,100,361,TRUE,4/20/23 14:24,R_11WK0Swo64IGvN2,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d42b52cb23bc6403e343c2,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,80,2,87,85,70,29,27,Huntress,,$1.00 ,5 minutes,63d42b52cb23bc6403e343c2,64418fa1704d272f0e168bab,64419dfaa0ffad81ecc52e94,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",820,820
4/20/23 14:20,4/20/23 14:24,IP Address,*******,100,258,TRUE,4/20/23 14:24,R_x9tMVW6MPVVGgut,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d78c1a80b7abe00017923da,995,910,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,50,2,82,81,80,19,17,Wizard,No,$1.00 ,5 minutes,5d78c1a80b7abe00017923da,64418fa1704d272f0e168baa,64419e7be2588dfe7b92bb1a,low,120,900,"""Mushrooms are stronger than flowers.""",850,950
4/20/23 14:19,4/20/23 14:25,IP Address,*******,100,317,TRUE,4/20/23 14:25,R_yW3ifhvCVUb4mKR,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,55a316e7fdf99b246a8ba956,995,910,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",90,2,90,81,60,31,15,Warrior,No.,$1.00 ,5 minutes,55a316e7fdf99b246a8ba956,64418fa1704d272f0e168baa,64419e5de4fd6a4fb5f08910,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",810,810
4/20/23 14:19,4/20/23 14:25,IP Address,*******,100,349,TRUE,4/20/23 14:25,R_O9eLWvPlMWMNvGx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fff3c097968fb2cc1b8871,995,910,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",90,2,96,81,43,39,1,Warrior,No!,$1.00 ,5 minutes,60fff3c097968fb2cc1b8871,64418fa1704d272f0e168bab,64419e536a494dcaac4f7598,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",790,790
4/20/23 14:19,4/20/23 14:26,IP Address,*******,100,396,TRUE,4/20/23 14:26,R_ApPyI4sBIlmE9GN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62f188992fd7297065e9c2e4,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",50,0,99,81,50,10,1,Wizard,Nothing was confusing for me,$1.00 ,5 minutes,62f188992fd7297065e9c2e4,64418fa1704d272f0e168baa,64419e4d27d2660183f088f5,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",830,830
4/20/23 14:22,4/20/23 14:26,IP Address,*******,100,248,TRUE,4/20/23 14:26,R_1rvqDBHIrccqHsM,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6400f4e2244da80dee47808e,995,910,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",50,1,100,80,60,40,20,Warrior,,$1.00 ,5 minutes,6400f4e2244da80dee47808e,64418fa1704d272f0e168baa,64419efd2fd7fe34d6e1f52f,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",830,830
4/20/23 14:22,4/20/23 14:27,IP Address,*******,100,273,TRUE,4/20/23 14:27,R_1oAUby4BHn4JhSa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62c5dc08e00a823760c8196d,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",120,1,3,6,2,5,2,Wizard,nope,$1.00 ,5 minutes,62c5dc08e00a823760c8196d,64418fa1704d272f0e168baa,64419f0f019880f5efb70245,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",780,780
4/20/23 14:24,4/20/23 14:27,IP Address,*******,100,171,TRUE,4/20/23 14:27,R_2vcaYxOhiedv81A,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6010e0dab98c814912076b27,905,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",80,2,99,91,85,61,55,Wizard,,$1.00 ,5 minutes,6010e0dab98c814912076b27,64418fa1704d272f0e168bab,64419f7e4d18b51e4bc52e91,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",800,800
4/20/23 14:23,4/20/23 14:27,IP Address,*******,100,227,TRUE,4/20/23 14:27,R_3PS30RckyxfusoA,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d44132df5ebdec4bd022d5,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,80,0,82,81,80,18,17,Huntress,,$1.00 ,5 minutes,63d44132df5ebdec4bd022d5,64418fa1704d272f0e168baa,64419f49120fc8c97b930db8,low,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",800,800
4/20/23 14:21,4/20/23 14:27,IP Address,*******,100,366,TRUE,4/20/23 14:27,R_2xVJsRBrIhsgxyp,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63cfe60c7f8639b6e950fa03,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,20,3,82,81,80,20,15,Huntress,,$1.00 ,5 minutes,63cfe60c7f8639b6e950fa03,64418fa1704d272f0e168bab,64419ec1e18f32643f681efd,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",880,880
4/20/23 14:23,4/20/23 14:27,IP Address,*******,100,254,TRUE,4/20/23 14:27,R_1EcbgMyIOIlWn4x,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e74f8d162625f04cadfbe97,995,910,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",95,1,99,81,63,23,1,Bard,Nope! Made perfect sense. ,$1.00 ,5 minutes,5e74f8d162625f04cadfbe97,64418fa1704d272f0e168bab,64419f363b6cb504008d0d1e,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",805,805
